#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
2016 08 31 08 10 284  4.0  4.7 99.00 99.00 99.00 999 1016.0  25.2  25.4  22.4 99.0 99.00 
2016 08 31 08 20 290  4.1  4.8 99.00 99.00 99.00 999 1015.8  25.0  25.4  22.8 99.0 99.00 
2016 08 31 08 30 304  4.2  4.9 99.00 99.00 99.00 999 1015.6  24.9  25.4  23.1 99.0 99.00 
2016 08 31 08 40 304  4.2  4.8  0.04 99.00  2.91 999 1015.6  24.8  25.4  22.8 99.0 99.00 
2016 08 31 08 50 288  3.8  4.5 99.00 99.00 99.00 999 1015.7  24.8  25.4  22.8 99.0 99.00 
2016 08 31 09 00 276  4.1  4.9 99.00 99.00 99.00 999 1015.7  24.7  25.4  22.5 99.0 99.00 
2016 08 31 09 10 289  3.8  4.5 99.00 99.00 99.00 999 1015.6  24.7  25.4  22.5 99.0 99.00 
2016 08 31 09 20 293  3.6  4.3 99.00 99.00 99.00 999 1015.6  24.6  25.4  22.4 99.0 99.00 
2016 08 31 09 30 290  3.6  4.2 99.00 99.00 99.00 999 1015.6  24.6  25.4  22.3 99.0 99.00 
2016 08 31 09 40 281  3.5  4.2  0.09 99.00  2.24 999 1015.7  24.6  25.4  22.4 99.0 99.00 
2016 08 31 09 50 279  3.9  4.8 99.00 99.00 99.00 999 1015.6  24.7  25.4  22.5 99.0 99.00 
2016 08 31 10 00 268  4.8  5.9 99.00 99.00 99.00 999 1015.6  24.7  25.4  22.1 99.0 99.00 
2016 08 31 10 10 267  5.2  6.4 99.00 99.00 99.00 999 1015.7  24.7  25.4  21.7 99.0 99.00 
2016 08 31 10 20 275  5.1  6.3 99.00 99.00 99.00 999 1015.8  24.7  25.4  21.8 99.0 99.00 
2016 08 31 10 30 276  5.3  6.5 99.00 99.00 99.00 999 1015.8  24.7  25.3  21.5 99.0 99.00 
2016 08 31 10 40 271  5.0  5.9  0.19 99.00  2.28 999 1015.7  24.6  25.3  21.7 99.0 99.00 
2016 08 31 10 50 275  4.6  5.5 99.00 99.00 99.00 999 1015.7  24.6  25.3  22.0 99.0 99.00 
2016 08 31 11 00 273  4.5  5.9 99.00 99.00 99.00 999 1015.6  24.5  25.3  21.8 99.0 99.00 
2016 08 31 11 10 269  4.5  5.5 99.00 99.00 99.00 999 1015.7  24.5  25.3  21.8 99.0 99.00 
2016 08 31 11 20 268  4.5  5.4 99.00 99.00 99.00 999 1015.7  24.5  25.3  22.0 99.0 99.00 
2016 08 31 11 30 264  4.8  5.9 99.00 99.00 99.00 999 1015.6  24.4  25.3  21.9 99.0 99.00 
2016 08 31 11 40 263  4.6  5.3  0.22 99.00  2.51 999 1015.6  24.4  25.3  21.7 99.0 99.00 
2016 08 31 11 50 269  4.6  5.4 99.00 99.00 99.00 999 1015.7  24.4  25.3  21.9 99.0 99.00 
2016 08 31 12 00 262  4.5  5.5 99.00 99.00 99.00 999 1015.7  24.3  25.3  22.1 99.0 99.00 
2016 08 31 12 10 245  4.3  5.4 99.00 99.00 99.00 999 1015.6  24.1  25.3  22.6 99.0 99.00 
2016 08 31 12 20 242  4.5  5.4 99.00 99.00 99.00 999 1015.6  24.0  25.3  22.4 99.0 99.00 
2016 08 31 12 30 243  4.6  5.5 99.00 99.00 99.00 999 1015.6  24.0  25.3  22.4 99.0 99.00 
2016 08 31 12 40 241  4.5  5.7  0.21 99.00  2.50 999 1015.6  24.0  25.3  22.5 99.0 99.00 
2016 08 31 12 50 246  5.5  6.5 99.00 99.00 99.00 999 1015.6  23.9  25.3  22.5 99.0 99.00 
2016 08 31 13 00 251  4.8  5.9 99.00 99.00 99.00 999 1015.4  23.8  25.3  22.4 99.0 99.00 
2016 08 31 13 10 248  5.3  6.3 99.00 99.00 99.00 999 1015.5  23.7  25.3  22.4 99.0 99.00 
2016 08 31 13 20 254  5.4  6.5 99.00 99.00 99.00 999 1015.4  23.7  25.3  22.4 99.0 99.00 
2016 08 31 13 30 258  5.2  6.3 99.00 99.00 99.00 999 1015.4  23.7  25.3  22.4 99.0 99.00 
2016 08 31 13 40 257  5.3  6.5  0.27  2.47  2.51  93 1015.3  23.8  25.3  22.6 99.0 99.00 
2016 08 31 13 50 263  5.4  6.5 99.00 99.00 99.00 999 1015.3  23.8  25.3  22.4 99.0 99.00 
2016 08 31 14 00 268  5.2  6.0 99.00 99.00 99.00 999 1015.3  23.8  25.3  22.3 99.0 99.00 
2016 08 31 14 10 267  5.0  6.0 99.00 99.00 99.00 999 1015.2  23.9  25.3  22.2 99.0 99.00 
2016 08 31 14 20 273  4.7  5.6 99.00 99.00 99.00 999 1015.3  23.8  25.3  22.2 99.0 99.00 
2016 08 31 14 30 265  5.1  6.0 99.00 99.00 99.00 999 1015.3  23.8  25.3  22.1 99.0 99.00 
2016 08 31 14 40 262  5.1  5.9  0.24 99.00  2.52 999 1015.3  23.8  25.4  22.2 99.0 99.00 
2016 08 31 14 50 259  5.0  6.0 99.00 99.00 99.00 999 1015.3  23.8  25.4  22.3 99.0 99.00 
2016 08 31 15 00 259  4.9  6.1 99.00 99.00 99.00 999 1015.3  23.8  25.4  22.4 99.0 99.00 
2016 08 31 15 10 256  5.0  5.8 99.00 99.00 99.00 999 1015.3  23.7  25.4  22.3 99.0 99.00 
2016 08 31 15 20 261  4.8  5.9 99.00 99.00 99.00 999 1015.3  23.6  25.4  22.3 99.0 99.00 
2016 08 31 15 30 267  4.5  5.8 99.00 99.00 99.00 999 1015.2  23.3  25.3  22.5 99.0 99.00 
2016 08 31 15 40 268  4.4  5.5  0.24 99.00  2.59 999 1015.1  23.5  25.3  22.5 99.0 99.00 
2016 08 31 15 50 270  4.7  6.0 99.00 99.00 99.00 999 1015.2  23.7  25.3  22.6 99.0 99.00 
2016 08 31 16 00 282  5.2  6.8 99.00 99.00 99.00 999 1015.2  23.8  25.3  22.4 99.0 99.00 
2016 08 31 16 10 331  4.1  5.3 99.00 99.00 99.00 999 1015.1  23.7  25.3  22.3 99.0 99.00 
2016 08 31 16 20 327  4.1  5.5 99.00 99.00 99.00 999 1015.2  23.7  25.3  22.1 99.0 99.00 
2016 08 31 16 30 326  4.5  5.7 99.00 99.00 99.00 999 1015.2  23.8  25.3  22.0 99.0 99.00 
2016 08 31 16 40 325  4.1  5.3  0.24 99.00  2.57 999 1015.1  23.8  25.3  21.9 99.0 99.00 
2016 08 31 16 50 320  3.9  5.0 99.00 99.00 99.00 999 1014.9  23.9  25.4  21.9 99.0 99.00 
2016 08 31 17 00 325  3.2  4.7 99.00 99.00 99.00 999 1015.0  23.9  25.4  21.6 99.0 99.00 
2016 08 31 17 10 342  2.2  3.3 99.00 99.00 99.00 999 1014.9  24.0  25.4  21.5 99.0 99.00 
2016 08 31 17 20 356  2.5  3.4 99.00 99.00 99.00 999 1014.9  24.0  25.4  21.4 99.0 99.00 
2016 08 31 17 30   1  2.6  3.8 99.00 99.00 99.00 999 1014.8  24.0  25.4  21.5 99.0 99.00 
2016 08 31 17 40   8  2.5  3.4  0.19 99.00  2.49 999 1014.8  24.0  25.4  21.4 99.0 99.00 
2016 08 31 17 50   1  2.5  3.5 99.00 99.00 99.00 999 1014.8  24.1  25.5  21.4 99.0 99.00 
2016 08 31 18 00   2  2.9  4.0 99.00 99.00 99.00 999 1014.8  24.1  25.5  21.5 99.0 99.00 
2016 08 31 18 10  11  2.4  3.5 99.00 99.00 99.00 999 1014.7  24.1  25.5  21.5 99.0 99.00 
2016 08 31 18 20 356  2.2  2.8 99.00 99.00 99.00 999 1014.6  24.2  25.5  21.2 99.0 99.00 
2016 08 31 18 30   3  1.5  2.4 99.00 99.00 99.00 999 1014.5  24.2  25.5  21.2 99.0 99.00 
2016 08 31 18 40 347  1.5  2.2  0.15 99.00  2.40 999 1014.5  24.2  25.5  21.3 99.0 99.00 
2016 08 31 18 50 329  1.7  2.6 99.00 99.00 99.00 999 1014.5  24.2  25.5  21.2 99.0 99.00 
2016 08 31 19 00 333  1.7  3.5 99.00 99.00 99.00 999 1014.2  24.3  25.6  21.4 99.0 99.00 
2016 08 31 19 10 291  1.3  1.9 99.00 99.00 99.00 999 1014.0  24.5  25.6  21.3 99.0 99.00 
2016 08 31 19 20 328  2.1  2.9 99.00 99.00 99.00 999 1013.9  24.4  25.6  21.2 99.0 99.00 
2016 08 31 19 30 329  2.6  3.5 99.00 99.00 99.00 999 1013.9  24.3  25.6  21.3 99.0 99.00 
2016 08 31 19 40 335  2.9  3.7  0.09 99.00  2.50 999 1014.0  24.5  25.6  21.4 99.0 99.00 
2016 08 31 19 50 341  2.9  4.1 99.00 99.00 99.00 999 1014.0  24.6  25.7  21.4 99.0 99.00 
2016 08 31 20 00 351  4.2  5.3 99.00 99.00 99.00 999 1014.0  24.6  25.8  21.4 99.0 99.00 
2016 08 31 20 10 352  4.5  5.3 99.00 99.00 99.00 999 1014.1  24.6  25.8  21.7 99.0 99.00 
2016 08 31 20 20 353  5.7  7.2 99.00 99.00 99.00 999 1014.1  24.5  25.8  22.0 99.0 99.00 
2016 08 31 20 30 356  5.5  7.1 99.00 99.00 99.00 999 1014.1  24.1  25.7  21.9 99.0 99.00 
2016 08 31 20 40 357  6.3  7.7  0.09 99.00  2.41 999 1014.0  24.1  25.7  21.7 99.0 99.00 
2016 08 31 20 50   7  6.0  7.7 99.00 99.00 99.00 999 1013.9  23.9  25.6  21.8 99.0 99.00 
2016 08 31 21 00   6  4.9  6.3 99.00 99.00 99.00 999 1014.1  23.8  25.6  21.6 99.0 99.00 
2016 08 31 21 10 355  4.9  6.3 99.00 99.00 99.00 999 1014.2  23.9  25.6  21.5 99.0 99.00 
2016 08 31 21 20 357  6.4  8.0 99.00 99.00 99.00 999 1014.1  24.1  25.6  21.0 99.0 99.00 
2016 08 31 21 30   3  7.2  8.6 99.00 99.00 99.00 999 1014.0  24.4  25.6  20.6 99.0 99.00 
2016 08 31 21 40   8  7.3  8.5  0.19 99.00  2.28 999 1013.9  24.5  25.6  20.7 99.0 99.00 
2016 08 31 21 50   8  8.4 10.6 99.00 99.00 99.00 999 1013.9  24.4  25.5  20.7 99.0 99.00 
2016 08 31 22 00   7  8.3 10.0 99.00 99.00 99.00 999 1014.0  24.3  25.5  20.3 99.0 99.00 
2016 08 31 22 10   8  8.6 10.5 99.00 99.00 99.00 999 1014.1  24.2  25.5  20.3 99.0 99.00 
2016 08 31 22 20 360  8.6 11.0 99.00 99.00 99.00 999 1014.2  24.1  25.5  20.0 99.0 99.00 
2016 08 31 22 30   6  9.0 11.1 99.00 99.00 99.00 999 1014.2  24.0  25.5  20.3 99.0 99.00 
2016 08 31 22 40  10  9.6 11.5  0.57  3.03  2.94   9 1014.2  23.7  25.4  19.9 99.0 99.00 
2016 08 31 22 50   9  8.8 10.5 99.00 99.00 99.00 999 1014.3  23.7  25.4  19.8 99.0 99.00 
2016 08 31 23 00   8  8.6 10.6 99.00 99.00 99.00 999 1014.4  23.6  25.4  19.6 99.0 99.00 
2016 08 31 23 10  10  9.1 10.5 99.00 99.00 99.00 999 1014.5  23.4  25.4  19.2 99.0 99.00 
2016 08 31 23 20  14  8.8 10.8 99.00 99.00 99.00 999 1014.6  23.4  25.4  18.0 99.0 99.00 
2016 08 31 23 30  13  8.4 10.4 99.00 99.00 99.00 999 1014.7  23.4  25.4  17.1 99.0 99.00 
2016 08 31 23 40   9  8.3 10.0  0.86  4.35  3.51  19 1014.8  23.4  25.4  16.9 99.0 99.00 
2016 08 31 23 50   9  8.6 11.5 99.00 99.00 99.00 999 1014.9  23.4  25.4  16.6 99.0 99.00 
2016 09 01 00 00   5  8.7 10.6 99.00 99.00 99.00 999 1015.2  23.3  25.4  17.2 99.0 99.00 
2016 09 01 00 10   1  8.8 10.8 99.00 99.00 99.00 999 1015.2  23.2  25.3  17.7 99.0 99.00 
2016 09 01 00 20   3  8.8 10.7 99.00 99.00 99.00 999 1015.3  23.1  25.3  16.9 99.0 99.00 
2016 09 01 00 30   7  8.7 10.6 99.00 99.00 99.00 999 1015.3  23.0  25.3  16.7 99.0 99.00 
2016 09 01 00 40  10  8.9 11.3  0.97  4.76  3.82  30 1015.5  23.0  25.3  17.1 99.0 99.00 
2016 09 01 00 50   8  9.3 11.2 99.00 99.00 99.00 999 1015.5  23.0  25.3  16.5 99.0 99.00 
2016 09 01 01 00   9  9.6 11.1 99.00 99.00 99.00 999 1015.6  22.9  25.3  16.6 99.0 99.00 
2016 09 01 01 10  10  9.2 12.5 99.00 99.00 99.00 999 1015.8  22.7  25.3  17.4 99.0 99.00 
2016 09 01 01 20   9  9.4 11.5 99.00 99.00 99.00 999 1015.9  22.5  25.3  17.6 99.0 99.00 
2016 09 01 01 30   6  9.9 11.6 99.00 99.00 99.00 999 1016.2  22.3  25.3  17.8 99.0 99.00 
2016 09 01 01 40   9  9.5 11.7  1.04  4.55  3.85  31 1016.3  22.1  25.3  17.7 99.0 99.00 
2016 09 01 01 50  12  9.6 11.8 99.00 99.00 99.00 999 1016.2  22.1  25.2  17.4 99.0 99.00 
2016 09 01 02 00  11  9.5 11.5 99.00 99.00 99.00 999 1016.3  22.0  25.2  16.7 99.0 99.00 
2016 09 01 02 10   5  9.6 11.5 99.00 99.00 99.00 999 1016.3  21.9  25.2  16.1 99.0 99.00 
2016 09 01 02 20   9  9.2 11.8 99.00 99.00 99.00 999 1016.4  22.0  25.2  16.6 99.0 99.00 
2016 09 01 02 30   9  9.4 11.6 99.00 99.00 99.00 999 1016.5  21.9  25.2  16.2 99.0 99.00 
2016 09 01 02 40   8  9.1 11.4  1.10  4.76  3.96  31 1016.5  21.9  25.2  15.7 99.0 99.00 
2016 09 01 02 50   4  9.3 11.4 99.00 99.00 99.00 999 1016.5  21.9  25.2  15.3 99.0 99.00 
2016 09 01 03 00   5  9.0 10.9 99.00 99.00 99.00 999 1016.6  21.8  25.2  15.9 99.0 99.00 
2016 09 01 03 10   7  8.8 10.4 99.00 99.00 99.00 999 1016.5  21.8  25.2  16.0 99.0 99.00 
2016 09 01 03 20   9  8.6 10.5 99.00 99.00 99.00 999 1016.5  21.8  25.2  15.7 99.0 99.00 
2016 09 01 03 30   6  8.5 10.5 99.00 99.00 99.00 999 1016.5  21.8  25.2  15.5 99.0 99.00 
2016 09 01 03 40   2  8.6 11.0  1.05  5.00  4.05  39 1016.5  21.7  25.2  15.5 99.0 99.00 
2016 09 01 03 50   4  8.6 10.5 99.00 99.00 99.00 999 1016.5  21.7  25.1  15.4 99.0 99.00 
2016 09 01 04 00   1  8.6 10.3 99.00 99.00 99.00 999 1016.3  21.7  25.1  14.9 99.0 99.00 
2016 09 01 04 10 360  8.7 10.6 99.00 99.00 99.00 999 1016.3  21.8  25.1  14.1 99.0 99.00 
2016 09 01 04 20   2  8.9 11.3 99.00 99.00 99.00 999 1016.3  21.8  25.1  14.4 99.0 99.00 
2016 09 01 04 30   4  8.5 10.0 99.00 99.00 99.00 999 1016.3  21.8  25.1  14.8 99.0 99.00 
2016 09 01 04 40   6  8.4 10.4  1.02  4.76  4.01  33 1016.4  21.7  25.1  14.7 99.0 99.00 
2016 09 01 04 50   2  8.5 10.9 99.00 99.00 99.00 999 1016.3  21.6  25.1  14.8 99.0 99.00 
2016 09 01 05 00   4  8.7 10.3 99.00 99.00 99.00 999 1016.3  21.6  25.0  15.0 99.0 99.00 
2016 09 01 05 10   4  8.8 10.8 99.00 99.00 99.00 999 1016.3  21.5  25.0  15.2 99.0 99.00 
2016 09 01 05 20   1  8.8 10.5 99.00 99.00 99.00 999 1016.3  21.5  25.0  15.5 99.0 99.00 
2016 09 01 05 30 359  8.8 10.5 99.00 99.00 99.00 999 1016.3  21.3  25.0  15.6 99.0 99.00 
2016 09 01 05 40 360  8.9 11.2  1.03  5.00  3.98  50 1016.2  21.3  25.0  15.7 99.0 99.00 
2016 09 01 05 50   3  9.0 10.9 99.00 99.00 99.00 999 1016.3  21.3  25.0  15.9 99.0 99.00 
2016 09 01 06 00   4  9.0 11.5 99.00 99.00 99.00 999 1016.2  21.2  25.0  16.0 99.0 99.00 
2016 09 01 06 10   2  9.0 11.0 99.00 99.00 99.00 999 1016.3  21.2  25.0  15.9 99.0 99.00 
2016 09 01 06 20   1  9.0 11.3 99.00 99.00 99.00 999 1016.3  21.1  25.0  15.6 99.0 99.00 
2016 09 01 06 30 360  8.6 10.6 99.00 99.00 99.00 999 1016.2  21.1  25.0  15.5 99.0 99.00 
2016 09 01 06 40   3  8.7 10.8  0.97  5.00  3.96  53 1016.2  21.1  24.9  15.6 99.0 99.00 
2016 09 01 06 50  11  8.3 10.8 99.00 99.00 99.00 999 1016.2  21.2  25.0  15.8 99.0 99.00 
2016 09 01 07 00   8  8.1 10.5 99.00 99.00 99.00 999 1016.2  21.1  24.9  15.7 99.0 99.00 
2016 09 01 07 10   7  8.0 10.0 99.00 99.00 99.00 999 1016.3  21.0  24.9  15.4 99.0 99.00 
2016 09 01 07 20   8  7.6  9.8 99.00 99.00 99.00 999 1016.3  21.1  24.9  15.4 99.0 99.00 
2016 09 01 07 30  10  7.9 10.0 99.00 99.00 99.00 999 1016.3  21.0  24.9  15.5 99.0 99.00 
2016 09 01 07 40  10  8.1 10.4  0.98  4.76  3.84  49 1016.4  21.0  24.9  15.9 99.0 99.00 
2016 09 01 07 50  11  8.0 10.1 99.00 99.00 99.00 999 1016.4  20.9  24.9  15.8 99.0 99.00 
2016 09 01 08 00  14  7.7  9.6 99.00 99.00 99.00 999 1016.3  21.0  24.9  16.1 99.0 99.00 
2016 09 01 08 10  13  7.8  9.6 99.00 99.00 99.00 999 1016.4  20.9  24.9  16.1 99.0 99.00 
2016 09 01 08 20   6  8.1 10.5 99.00 99.00 99.00 999 1016.4  20.9  24.9  16.1 99.0 99.00 
2016 09 01 08 30   8  7.9  9.7 99.00 99.00 99.00 999 1016.5  21.0  24.8  16.2 99.0 99.00 
2016 09 01 08 40   4  7.8  9.4  0.91  4.76  3.75  47 1016.5  20.9  24.8  16.1 99.0 99.00 
2016 09 01 08 50   6  7.6  9.4 99.00 99.00 99.00 999 1016.6  20.8  24.8  15.9 99.0 99.00 
2016 09 01 09 00  12  7.3  9.4 99.00 99.00 99.00 999 1016.5  20.8  24.8  16.1 99.0 99.00 
2016 09 01 09 10  12  7.0  8.7 99.00 99.00 99.00 999 1016.6  20.9  24.8  16.1 99.0 99.00 
2016 09 01 09 20 352  7.1  8.7 99.00 99.00 99.00 999 1016.7  20.7  24.8  16.4 99.0 99.00 
2016 09 01 09 30 353  6.8  8.9 99.00 99.00 99.00 999 1016.7  20.5  24.8  16.6 99.0 99.00 
2016 09 01 09 40 349  7.2  9.2  0.86  5.00  3.80  55 1016.7  20.4  24.8  16.9 99.0 99.00 
2016 09 01 09 50 356  6.9  8.5 99.00 99.00 99.00 999 1016.7  20.4  24.8  16.6 99.0 99.00 
2016 09 01 10 00 356  7.1  8.7 99.00 99.00 99.00 999 1016.7  20.4  24.8  16.3 99.0 99.00 
2016 09 01 10 10 358  7.4  9.3 99.00 99.00 99.00 999 1016.7  20.5  24.8  16.2 99.0 99.00 
2016 09 01 10 20   1  7.5  9.3 99.00 99.00 99.00 999 1016.7  20.6  24.8  16.5 99.0 99.00 
2016 09 01 10 30 355  6.8  8.9 99.00 99.00 99.00 999 1016.7  20.7  24.8  16.9 99.0 99.00 
2016 09 01 10 40 359  7.4  9.9  0.83  5.26  3.69  59 1016.7  20.7  24.8  16.9 99.0 99.00 
2016 09 01 10 50 354  7.6  9.7 99.00 99.00 99.00 999 1016.8  20.7  24.8  17.0 99.0 99.00 
2016 09 01 11 00 354  7.4  9.9 99.00 99.00 99.00 999 1016.8  20.5  24.8  17.0 99.0 99.00 
2016 09 01 11 10 351  7.7  9.5 99.00 99.00 99.00 999 1017.0  20.4  24.8  16.9 99.0 99.00 
2016 09 01 11 20 351  7.7  9.9 99.00 99.00 99.00 999 1017.1  20.3  24.7  17.0 99.0 99.00 
2016 09 01 11 30 350  7.5  9.2 99.00 99.00 99.00 999 1017.3  20.2  24.7  17.0 99.0 99.00 
2016 09 01 11 40 348  7.3  9.1  0.86  5.00  3.62  64 1017.2  20.3  24.7  17.3 99.0 99.00 
2016 09 01 11 50 350  7.0  8.9 99.00 99.00 99.00 999 1017.4  20.2  24.7  17.3 99.0 99.00 
2016 09 01 12 00 342  7.6 10.0 99.00 99.00 99.00 999 1017.4  20.2  24.7  17.7 99.0 99.00 
2016 09 01 12 10 343  7.8  9.6 99.00 99.00 99.00 999 1017.4  20.1  24.7  17.8 99.0 99.00 
2016 09 01 12 20 343  8.1 10.6 99.00 99.00 99.00 999 1017.5  20.1  24.7  17.8 99.0 99.00 
2016 09 01 12 30 343  8.0  9.5 99.00 99.00 99.00 999 1017.5  20.0  24.7  17.6 99.0 99.00 
2016 09 01 12 40 340  7.9  9.7  0.81  4.17  3.61  43 1017.6  20.0  24.7  17.6 99.0 99.00 
2016 09 01 12 50 340  7.9  9.5 99.00 99.00 99.00 999 1017.6  20.0  24.7  17.6 99.0 99.00 
2016 09 01 13 00 342  8.0  9.9 99.00 99.00 99.00 999 1017.6  20.0  24.7  17.7 99.0 99.00 
2016 09 01 13 10 349  7.8  9.6 99.00 99.00 99.00 999 1017.7  20.0  24.7  17.6 99.0 99.00 
2016 09 01 13 20 355  7.1  9.2 99.00 99.00 99.00 999 1017.7  20.1  24.7  17.7 99.0 99.00 
2016 09 01 13 30 351  7.3  8.9 99.00 99.00 99.00 999 1017.7  20.1  24.7  17.7 99.0 99.00 
2016 09 01 13 40 347  7.3  8.9  0.79  3.70  3.56 352 1017.8  20.1  24.7  17.6 99.0 99.00 
2016 09 01 13 50 342  7.2  9.0 99.00 99.00 99.00 999 1017.9  20.0  24.7  17.7 99.0 99.00 
2016 09 01 14 00 353  6.7  8.4 99.00 99.00 99.00 999 1017.9  20.1  24.7  17.7 99.0 99.00 
2016 09 01 14 10 351  6.9  8.7 99.00 99.00 99.00 999 1018.0  20.0  24.7  17.6 99.0 99.00 
2016 09 01 14 20 354  6.9  8.7 99.00 99.00 99.00 999 1018.1  20.1  24.7  17.5 99.0 99.00 
2016 09 01 14 30 351  6.9  8.2 99.00 99.00 99.00 999 1018.2  20.1  24.7  17.5 99.0 99.00 
2016 09 01 14 40 348  7.1  9.0  0.77  4.17  3.63  50 1018.3  20.1  24.7  17.5 99.0 99.00 
2016 09 01 14 50 350  6.9  8.5 99.00 99.00 99.00 999 1018.4  20.1  24.7  17.3 99.0 99.00 
2016 09 01 15 00 352  6.5  8.4 99.00 99.00 99.00 999 1018.4  20.3  24.7  17.7 99.0 99.00 
2016 09 01 15 10 348  6.8  8.2 99.00 99.00 99.00 999 1018.3  20.3  24.7  17.1 99.0 99.00 
2016 09 01 15 20 350  6.8  8.4 99.00 99.00 99.00 999 1018.4  20.3  24.7  17.1 99.0 99.00 
2016 09 01 15 30 352  6.8  8.8 99.00 99.00 99.00 999 1018.4  20.2  24.7  16.9 99.0 99.00 
2016 09 01 15 40 355  6.2  8.4  0.73  5.00  3.57  66 1018.4  20.3  24.7  17.4 99.0 99.00 
2016 09 01 15 50   3  6.6  8.2 99.00 99.00 99.00 999 1018.5  20.4  24.8  17.0 99.0 99.00 
2016 09 01 16 00  10  6.4  7.9 99.00 99.00 99.00 999 1018.6  20.5  24.8  16.5 99.0 99.00 
2016 09 01 16 10   7  6.5  8.1 99.00 99.00 99.00 999 1018.5  20.7  24.8  16.5 99.0 99.00 
2016 09 01 16 20   5  6.1  7.6 99.00 99.00 99.00 999 1018.5  20.8  24.8  17.0 99.0 99.00 
2016 09 01 16 30 359  6.1  8.0 99.00 99.00 99.00 999 1018.5  20.8  24.8  17.0 99.0 99.00 
2016 09 01 16 40 359  6.1  8.2  0.68  3.85  3.63  38 1018.6  20.9  24.8  16.6 99.0 99.00 
2016 09 01 16 50 359  6.5  8.0 99.00 99.00 99.00 999 1018.5  20.9  24.8  16.5 99.0 99.00 
2016 09 01 17 00   1  6.9  8.4 99.00 99.00 99.00 999 1018.4  21.0  24.8  16.5 99.0 99.00 
2016 09 01 17 10 360  7.1  9.0 99.00 99.00 99.00 999 1018.3  21.0  24.8  16.3 99.0 99.00 
2016 09 01 17 20   4  6.8  8.4 99.00 99.00 99.00 999 1018.4  21.1  24.8  16.0 99.0 99.00 
2016 09 01 17 30   1  8.5 10.6 99.00 99.00 99.00 999 1018.4  21.0  24.8  16.6 99.0 99.00 
2016 09 01 17 40 356  9.1 11.1  0.69  4.55  3.40  59 1018.6  20.8  24.8  17.4 99.0 99.00 
2016 09 01 17 50 359  9.1 11.3 99.00 99.00 99.00 999 1018.7  20.8  24.8  17.3 99.0 99.00 
2016 09 01 18 00 357  9.1 10.6 99.00 99.00 99.00 999 1018.7  20.7  24.8  17.1 99.0 99.00 
2016 09 01 18 10 355  9.3 11.0 99.00 99.00 99.00 999 1018.8  20.6  24.8  17.2 99.0 99.00 
2016 09 01 18 20 356  9.3 11.6 99.00 99.00 99.00 999 1018.8  20.5  24.8  17.2 99.0 99.00 
2016 09 01 18 30   5  9.3 10.9 99.00 99.00 99.00 999 1018.8  20.7  24.8  16.8 99.0 99.00 
2016 09 01 18 40   5  8.7 11.0  0.87  4.00  3.56  20 1018.7  20.8  24.8  16.7 99.0 99.00 
2016 09 01 18 50   7  8.3  9.8 99.00 99.00 99.00 999 1018.8  20.9  24.8  15.9 99.0 99.00 
2016 09 01 19 00   9  8.3 10.4 99.00 99.00 99.00 999 1018.8  21.1  24.8  16.2 99.0 99.00 
2016 09 01 19 10  12  9.0 11.0 99.00 99.00 99.00 999 1018.6  21.1  24.8  15.6 99.0 99.00 
2016 09 01 19 20   8  8.8 10.5 99.00 99.00 99.00 999 1018.7  21.2  24.8  15.2 99.0 99.00 
2016 09 01 19 30  12  8.6 10.5 99.00 99.00 99.00 999 1018.7  21.4  24.8  15.2 99.0 99.00 
2016 09 01 19 40  10  8.5 10.5  0.97  3.85  3.70  17 1018.6  21.4  24.8  15.2 99.0 99.00 
2016 09 01 19 50   2  8.6 10.3 99.00 99.00 99.00 999 1018.7  21.2  24.8  15.7 99.0 99.00 
2016 09 01 20 00   8  8.3 10.1 99.00 99.00 99.00 999 1018.7  21.3  24.8  15.5 99.0 99.00 
2016 09 01 20 10  10  8.1  9.7 99.00 99.00 99.00 999 1018.7  21.2  24.8  14.9 99.0 99.00 
2016 09 01 20 20  11  7.4  9.1 99.00 99.00 99.00 999 1018.7  21.2  24.8  15.3 99.0 99.00 
2016 09 01 20 30  12  7.9 10.0 99.00 99.00 99.00 999 1018.6  21.3  24.8  15.3 99.0 99.00 
2016 09 01 20 40  12  7.8  9.5  0.91  4.17  3.70  31 1018.7  21.3  24.8  15.3 99.0 99.00 
2016 09 01 20 50  10  7.6  9.6 99.00 99.00 99.00 999 1018.7  21.4  24.8  15.5 99.0 99.00 
2016 09 01 21 00  10  7.0  8.6 99.00 99.00 99.00 999 1018.7  21.4  24.8  14.4 99.0 99.00 
2016 09 01 21 10   4  7.4  9.4 99.00 99.00 99.00 999 1018.7  21.5  24.8  14.4 99.0 99.00 
2016 09 01 21 20   2  7.8  9.6 99.00 99.00 99.00 999 1018.7  21.5  24.8  14.7 99.0 99.00 
2016 09 01 21 30   4  7.5  9.6 99.00 99.00 99.00 999 1018.8  21.4  24.8  14.7 99.0 99.00 
2016 09 01 21 40   2  7.4  9.8  0.83  4.35  3.62  52 1018.8  21.5  24.8  15.2 99.0 99.00 
2016 09 01 21 50   7  7.0  9.0 99.00 99.00 99.00 999 1018.8  21.5  24.8  15.4 99.0 99.00 
2016 09 01 22 00   5  7.6  9.6 99.00 99.00 99.00 999 1018.9  21.5  24.8  15.8 99.0 99.00 
